id,method,requirement,node,gold,subject,tool,category,decision,callerT,callerN,callerE,calleeT,calleeN,calleeE
1381,de.java_chess.javaChess.engine.hashtable.PlyHashtableEntryImpl.setBoard(Lde/java_chess/javaChess/board/Board;)V,R4,leaf,N,N,F,LeafBoundary,IN,0,1,0,0,0,0
1382,de.java_chess.javaChess.engine.hashtable.PlyHashtableEntryImpl.setBoard(Lde/java_chess/javaChess/board/Board;)V,R5,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
1383,de.java_chess.javaChess.engine.hashtable.PlyHashtableEntryImpl.setBoard(Lde/java_chess/javaChess/board/Board;)V,R6,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
1384,de.java_chess.javaChess.engine.hashtable.PlyHashtableEntryImpl.setBoard(Lde/java_chess/javaChess/board/Board;)V,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
1385,de.java_chess.javaChess.engine.hashtable.PlyHashtableEntryImpl.setPly(Lde/java_chess/javaChess/ply/Ply;)V,R0,leaf,N,N,F,LeafBoundary,IN,0,1,0,0,0,0
1386,de.java_chess.javaChess.engine.hashtable.PlyHashtableEntryImpl.setPly(Lde/java_chess/javaChess/ply/Ply;)V,R1,leaf,N,N,F,LeafBoundary,IN,0,1,0,0,0,0
1387,de.java_chess.javaChess.engine.hashtable.PlyHashtableEntryImpl.setPly(Lde/java_chess/javaChess/ply/Ply;)V,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
1388,de.java_chess.javaChess.engine.hashtable.PlyHashtableEntryImpl.setPly(Lde/java_chess/javaChess/ply/Ply;)V,R3,leaf,N,N,F,LeafBoundary,IN,0,1,0,0,0,0
1389,de.java_chess.javaChess.engine.hashtable.PlyHashtableEntryImpl.setPly(Lde/java_chess/javaChess/ply/Ply;)V,R4,leaf,N,N,F,LeafBoundary,IN,0,1,0,0,0,0
1390,de.java_chess.javaChess.engine.hashtable.PlyHashtableEntryImpl.setPly(Lde/java_chess/javaChess/ply/Ply;)V,R5,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
1391,de.java_chess.javaChess.engine.hashtable.PlyHashtableEntryImpl.setPly(Lde/java_chess/javaChess/ply/Ply;)V,R6,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
1392,de.java_chess.javaChess.engine.hashtable.PlyHashtableEntryImpl.setPly(Lde/java_chess/javaChess/ply/Ply;)V,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
1393,de.java_chess.javaChess.engine.hashtable.PlyHashtableEntryImpl.setSearchDepth(I)V,R0,leaf,N,N,F,LeafBoundary,IN,0,1,0,0,0,0
1394,de.java_chess.javaChess.engine.hashtable.PlyHashtableEntryImpl.setSearchDepth(I)V,R1,leaf,N,N,F,LeafBoundary,IN,0,1,0,0,0,0
1395,de.java_chess.javaChess.engine.hashtable.PlyHashtableEntryImpl.setSearchDepth(I)V,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
1396,de.java_chess.javaChess.engine.hashtable.PlyHashtableEntryImpl.setSearchDepth(I)V,R3,leaf,N,N,F,LeafBoundary,IN,0,1,0,0,0,0
1397,de.java_chess.javaChess.engine.hashtable.PlyHashtableEntryImpl.setSearchDepth(I)V,R4,leaf,N,N,F,LeafBoundary,IN,0,1,0,0,0,0
1398,de.java_chess.javaChess.engine.hashtable.PlyHashtableEntryImpl.setSearchDepth(I)V,R5,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
1399,de.java_chess.javaChess.engine.hashtable.PlyHashtableEntryImpl.setSearchDepth(I)V,R6,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
1400,de.java_chess.javaChess.engine.hashtable.PlyHashtableEntryImpl.setSearchDepth(I)V,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
1401,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.-init-(I)V,R0,inner,T,T,T,InnerMixedSurroundedT,CT,1,1,0,1,0,0
1402,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.-init-(I)V,R1,inner,N,N,N,InnerMixedSurroundedN,CN,1,1,0,0,1,0
1403,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.-init-(I)V,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,2,0,0,1,0
1404,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.-init-(I)V,R3,inner,T,T,T,InnerPureSurroundedT,CT,2,0,0,1,0,0
1405,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.-init-(I)V,R4,inner,T,T,T,InnerMixedSurroundedT,CT,1,1,0,1,0,0
1406,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.-init-(I)V,R5,inner,T,T,T,InnerPureSurroundedT,CT,2,0,0,1,0,0
1407,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.-init-(I)V,R6,inner,T,T,T,InnerPureSurroundedT,CT,2,0,0,1,0,0
1408,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.-init-(I)V,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,2,0,0,1,0
1409,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.getMaximumSize()I,R0,leaf,T,T,T,LeafPureSurroundedT,CT,3,0,0,0,0,0
1410,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.getMaximumSize()I,R1,leaf,N,N,T,LeafMixedSurroundedT,IN,1,2,0,0,0,0
1411,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.getMaximumSize()I,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,3,0,0,0,0
1412,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.getMaximumSize()I,R3,leaf,T,T,T,LeafPureSurroundedT,CT,3,0,0,0,0,0
1413,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.getMaximumSize()I,R4,leaf,T,T,T,LeafPureSurroundedT,CT,3,0,0,0,0,0
1414,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.getMaximumSize()I,R5,leaf,T,T,T,LeafPureSurroundedT,CT,3,0,0,0,0,0
1415,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.getMaximumSize()I,R6,leaf,T,T,T,LeafPureSurroundedT,CT,3,0,0,0,0,0
1416,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.getMaximumSize()I,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,3,0,0,0,0
1417,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.getPly(Lde/java_chess/javaChess/board/Board;Z)Lde/java_chess/javaChess/ply/Ply;,R0,inner,T,T,F,InnerBoundary,IT,1,0,0,0,1,0
1418,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.getPly(Lde/java_chess/javaChess/board/Board;Z)Lde/java_chess/javaChess/ply/Ply;,R1,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
1419,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.getPly(Lde/java_chess/javaChess/board/Board;Z)Lde/java_chess/javaChess/ply/Ply;,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
1420,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.getPly(Lde/java_chess/javaChess/board/Board;Z)Lde/java_chess/javaChess/ply/Ply;,R3,inner,T,T,F,InnerBoundary,IT,1,0,0,0,1,0
1421,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.getPly(Lde/java_chess/javaChess/board/Board;Z)Lde/java_chess/javaChess/ply/Ply;,R4,inner,T,T,N,InnerPureSurroundedN,IT,0,1,0,0,1,0
1422,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.getPly(Lde/java_chess/javaChess/board/Board;Z)Lde/java_chess/javaChess/ply/Ply;,R5,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,1,0,0
1423,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.getPly(Lde/java_chess/javaChess/board/Board;Z)Lde/java_chess/javaChess/ply/Ply;,R6,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,1,0,0
1424,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.getPly(Lde/java_chess/javaChess/board/Board;Z)Lde/java_chess/javaChess/ply/Ply;,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
1425,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.getSize()I,R0,leaf,T,T,T,LeafPureSurroundedT,CT,2,0,0,0,0,0
1426,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.getSize()I,R1,leaf,N,N,N,LeafMixedSurroundedN,CN,0,2,0,0,0,0
1427,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.getSize()I,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,2,0,0,0,0
1428,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.getSize()I,R3,leaf,T,T,T,LeafPureSurroundedT,CT,2,0,0,0,0,0
1429,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.getSize()I,R4,leaf,T,T,T,LeafPureSurroundedT,CT,2,0,0,0,0,0
1430,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.getSize()I,R5,leaf,T,T,T,LeafPureSurroundedT,CT,2,0,0,0,0,0
1431,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.getSize()I,R6,leaf,T,T,T,LeafPureSurroundedT,CT,2,0,0,0,0,0
1432,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.getSize()I,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,2,0,0,0,0
1433,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.pushEntry(Lde/java_chess/javaChess/engine/hashtable/PlyHashtableEntry;)V,R0,inner,T,T,T,InnerMixedSurroundedT,CT,1,0,0,2,1,0
1434,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.pushEntry(Lde/java_chess/javaChess/engine/hashtable/PlyHashtableEntry;)V,R1,inner,N,N,F,InnerBoundary,IN,1,0,0,0,3,0
1435,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.pushEntry(Lde/java_chess/javaChess/engine/hashtable/PlyHashtableEntry;)V,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,3,0
1436,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.pushEntry(Lde/java_chess/javaChess/engine/hashtable/PlyHashtableEntry;)V,R3,inner,T,T,T,InnerMixedSurroundedT,CT,1,0,0,2,1,0
1437,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.pushEntry(Lde/java_chess/javaChess/engine/hashtable/PlyHashtableEntry;)V,R4,inner,T,T,T,InnerMixedSurroundedT,CT,1,0,0,2,1,0
1438,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.pushEntry(Lde/java_chess/javaChess/engine/hashtable/PlyHashtableEntry;)V,R5,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,3,0,0
1439,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.pushEntry(Lde/java_chess/javaChess/engine/hashtable/PlyHashtableEntry;)V,R6,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,3,0,0
1440,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.pushEntry(Lde/java_chess/javaChess/engine/hashtable/PlyHashtableEntry;)V,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,3,0
1441,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.reset()V,R0,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
1442,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.reset()V,R1,leaf,N,N,F,LeafBoundary,IN,1,0,0,0,0,0
1443,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.reset()V,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
1444,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.reset()V,R3,leaf,T,T,F,LeafBoundary,IT,1,0,0,0,0,0
1445,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.reset()V,R4,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
1446,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.reset()V,R5,leaf,T,T,F,LeafBoundary,IT,1,0,0,0,0,0
1447,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.reset()V,R6,leaf,T,T,F,LeafBoundary,IT,1,0,0,0,0,0
1448,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.reset()V,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
1449,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.setMaximumSize(I)V,R0,inner,T,T,T,InnerPureSurroundedT,CT,2,0,0,2,0,0
1450,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.setMaximumSize(I)V,R1,inner,N,N,N,InnerMixedSurroundedN,CN,1,1,0,0,2,0
1451,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.setMaximumSize(I)V,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,2,0,0,2,0
1452,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.setMaximumSize(I)V,R3,inner,T,T,T,InnerPureSurroundedT,CT,2,0,0,2,0,0
1453,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.setMaximumSize(I)V,R4,inner,T,T,T,InnerPureSurroundedT,CT,2,0,0,2,0,0
1454,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.setMaximumSize(I)V,R5,inner,T,T,T,InnerPureSurroundedT,CT,2,0,0,2,0,0
1455,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.setMaximumSize(I)V,R6,inner,T,T,T,InnerPureSurroundedT,CT,2,0,0,2,0,0
1456,de.java_chess.javaChess.engine.hashtable.PlyHashtableImpl.setMaximumSize(I)V,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,2,0,0,2,0
1457,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.-clinit-()V,R0,leaf,N,N,N,LeafMixedSurroundedN,CN,0,1,0,0,0,0
1458,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.-clinit-()V,R1,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
1459,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.-clinit-()V,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
1460,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.-clinit-()V,R3,leaf,N,N,N,LeafMixedSurroundedN,CN,0,1,0,0,0,0
1461,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.-clinit-()V,R4,leaf,N,N,N,LeafMixedSurroundedN,CN,0,1,0,0,0,0
1462,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.-clinit-()V,R5,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
1463,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.-clinit-()V,R6,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
1464,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.-clinit-()V,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
1465,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.-init-()V,R0,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
1466,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.-init-()V,R1,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
1467,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.-init-()V,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
1468,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.-init-()V,R3,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
1469,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.-init-()V,R4,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
1470,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.-init-()V,R5,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
1471,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.-init-()V,R6,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
1472,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.-init-()V,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
1473,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.computeKey(Lde/java_chess/javaChess/bitboard/BitBoard;Z)J,R0,inner,N,N,F,InnerBoundary,IN,0,1,0,6,0,0
1474,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.computeKey(Lde/java_chess/javaChess/bitboard/BitBoard;Z)J,R1,inner,N,N,F,InnerBoundary,IN,0,1,0,6,0,0
1475,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.computeKey(Lde/java_chess/javaChess/bitboard/BitBoard;Z)J,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,6,0
1476,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.computeKey(Lde/java_chess/javaChess/bitboard/BitBoard;Z)J,R3,inner,N,N,N,InnerMixedSurroundedN,CN,0,1,0,4,2,0
1477,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.computeKey(Lde/java_chess/javaChess/bitboard/BitBoard;Z)J,R4,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,6,0
1478,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.computeKey(Lde/java_chess/javaChess/bitboard/BitBoard;Z)J,R5,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,6,0,0
1479,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.computeKey(Lde/java_chess/javaChess/bitboard/BitBoard;Z)J,R6,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,6,0,0
1480,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.computeKey(Lde/java_chess/javaChess/bitboard/BitBoard;Z)J,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,6,0
1481,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.getInstance()Lde/java_chess/javaChess/engine/hashtable/ZobristKeyImpl;,R0,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
1482,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.getInstance()Lde/java_chess/javaChess/engine/hashtable/ZobristKeyImpl;,R1,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
1483,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.getInstance()Lde/java_chess/javaChess/engine/hashtable/ZobristKeyImpl;,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
1484,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.getInstance()Lde/java_chess/javaChess/engine/hashtable/ZobristKeyImpl;,R3,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
1485,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.getInstance()Lde/java_chess/javaChess/engine/hashtable/ZobristKeyImpl;,R4,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
1486,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.getInstance()Lde/java_chess/javaChess/engine/hashtable/ZobristKeyImpl;,R5,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,1,0,0
1487,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.getInstance()Lde/java_chess/javaChess/engine/hashtable/ZobristKeyImpl;,R6,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,1,0,0
1488,de.java_chess.javaChess.engine.hashtable.ZobristKeyImpl.getInstance()Lde/java_chess/javaChess/engine/hashtable/ZobristKeyImpl;,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
1489,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.-init-(Lde/java_chess/javaChess/notation/GameNotation;)V,R0,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,2,0,0
1490,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.-init-(Lde/java_chess/javaChess/notation/GameNotation;)V,R1,inner,N,N,F,InnerBoundary,IN,1,0,0,0,2,0
1491,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.-init-(Lde/java_chess/javaChess/notation/GameNotation;)V,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,2,0
1492,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.-init-(Lde/java_chess/javaChess/notation/GameNotation;)V,R3,inner,N,N,F,InnerBoundary,IN,1,0,0,0,2,0
1493,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.-init-(Lde/java_chess/javaChess/notation/GameNotation;)V,R4,inner,N,N,F,InnerBoundary,IN,1,0,0,0,2,0
1494,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.-init-(Lde/java_chess/javaChess/notation/GameNotation;)V,R5,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,2,0,0
1495,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.-init-(Lde/java_chess/javaChess/notation/GameNotation;)V,R6,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,2,0,0
1496,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.-init-(Lde/java_chess/javaChess/notation/GameNotation;)V,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,2,0
1497,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.doUserPly(Lde/java_chess/javaChess/ply/Ply;)V,R0,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
1498,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.doUserPly(Lde/java_chess/javaChess/ply/Ply;)V,R1,leaf,N,N,F,LeafBoundary,IN,1,0,0,0,0,0
1499,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.doUserPly(Lde/java_chess/javaChess/ply/Ply;)V,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
1500,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.doUserPly(Lde/java_chess/javaChess/ply/Ply;)V,R3,leaf,N,N,T,LeafPureSurroundedT,IN,1,0,0,0,0,0
1501,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.doUserPly(Lde/java_chess/javaChess/ply/Ply;)V,R4,leaf,N,N,F,LeafBoundary,IN,1,0,0,0,0,0
1502,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.doUserPly(Lde/java_chess/javaChess/ply/Ply;)V,R5,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
1503,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.doUserPly(Lde/java_chess/javaChess/ply/Ply;)V,R6,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
1504,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.doUserPly(Lde/java_chess/javaChess/ply/Ply;)V,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
1505,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.findOpening()I,R0,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
1506,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.findOpening()I,R1,leaf,N,N,F,LeafBoundary,IN,0,1,0,0,0,0
1507,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.findOpening()I,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
1508,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.findOpening()I,R3,leaf,N,N,F,LeafBoundary,IN,0,1,0,0,0,0
1509,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.findOpening()I,R4,leaf,N,N,F,LeafBoundary,IN,0,1,0,0,0,0
1510,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.findOpening()I,R5,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
1511,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.findOpening()I,R6,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
1512,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.findOpening()I,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
1513,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.getOpeningBookPly()Lde/java_chess/javaChess/ply/AnalyzedPly;,R0,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,1,0,0
1514,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.getOpeningBookPly()Lde/java_chess/javaChess/ply/AnalyzedPly;,R1,inner,N,N,F,InnerBoundary,IN,1,0,0,0,1,0
1515,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.getOpeningBookPly()Lde/java_chess/javaChess/ply/AnalyzedPly;,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
1516,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.getOpeningBookPly()Lde/java_chess/javaChess/ply/AnalyzedPly;,R3,inner,N,N,F,InnerBoundary,IN,1,0,0,0,1,0
1517,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.getOpeningBookPly()Lde/java_chess/javaChess/ply/AnalyzedPly;,R4,inner,N,N,F,InnerBoundary,IN,1,0,0,0,1,0
1518,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.getOpeningBookPly()Lde/java_chess/javaChess/ply/AnalyzedPly;,R5,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,1,0,0
1519,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.getOpeningBookPly()Lde/java_chess/javaChess/ply/AnalyzedPly;,R6,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,1,0,0
1520,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.getOpeningBookPly()Lde/java_chess/javaChess/ply/AnalyzedPly;,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
1521,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.reset()V,R0,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
1522,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.reset()V,R1,leaf,N,N,F,LeafBoundary,IN,0,1,0,0,0,0
1523,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.reset()V,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
1524,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.reset()V,R3,leaf,N,N,F,LeafBoundary,IN,0,1,0,0,0,0
1525,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.reset()V,R4,leaf,N,N,F,LeafBoundary,IN,0,1,0,0,0,0
1526,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.reset()V,R5,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
1527,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.reset()V,R6,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
1528,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.reset()V,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
1529,de.java_chess.javaChess.engine.opening_book.OpeningBookImpl.setNotation(Lde/java_chess/javaChess/notation/GameNotation;)V,R0,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
